Errors
30
60
31
60
60
40
35
50
70
85
40
40
50
40
40
40
30
20
40
40
50
40
60
30
60
40
40
30
50
60
50
30
60
30
30
30
60
40
80
70
30
30
60
40
70
60
50
20
70
50
30
40
50
40
50
15
70
70
15
40
50
70
40
15
50
30
40
30
15
30
100
100
40
35
40
30
100
30
40
20
25
30
40
40
60
30
40
90
70
40
35
70
10
18
35
35
35
50
50
50
50
50
50
55
55
55
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
70
70
70
70
70
70
70
70
70
70
70
70
70
70
70
75
80
80
80
80
80
80
80
80
80
80
85
85
90
90
90
90
90
90
90
90
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
70
40
60
60
50
60
60
50
50
60
70
40
70
50
70
40
10
60
30
60
30
50
60
70
70
80
70
60
40
70
50
70
30
30
60
70
40
50
50
50
40
60
70
40
60
90
30
40
20
70
40
50
50
80
65
40
40
50
60
70
70
50
50
50
60
20
40
60
70
60
70
70
40
20
40
40
60
70
60
70
40
30
70
40
40
60
70
40
50
60
70
90
60
80
80
30
70
70
40
40
40
40
40
40
80
40
40
60
40
30
40
40
40
40
40
50
40
40
40
50
50
30
40
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
65
70
70
70
70
70
70
70
70
70
70
70
70
70
70
70
70
70
70
70
80
80
80
80
80
80
80
80
80
80
80
80
80
80
80
80
80
90
90
90
90
90
90
90
90
90
90
90
90
90
95
100
100
100
100
100
100
100
100
100
100
100
100
100
70
40
50
40
60
50
50
100
60
70
60
90
40
40
40
40
40
40
30
60
30
30
100
20
20
20
25
24
24
23
24
23
24
25
26
27
27
25
25
22
22
23
25
25
26
24
23
25
24
24
24
23
23
24
24
22
24
24
24
24
24
23
23
24
23
24
24
24
22
22
24
23
23
23
25
26
27
25
22
23
25
24
25
25
23
24
24
26
25
25
23
23
80
15
25
29
36
60
30
30
40
30
40
30
30
40
40
30
40
30
30
30
30
30
30
40
30
30
30
30
30
30
40
30
30
30
30
30
30
30
30
30
30
30
30
40
30
30
40
25
25
22
24
25
24
23
24
60
50
40
30
40
60
60
40
40
32
30
40
40
23
40
40
60
40
40
40
33
40
40
27
28
26
40
40
23
22
24
28
23
26
23
40
40
40
40
40
40
24
21
24
60
40
24
40
50
50
24
25
27
40
35
60
40
40
40
60
70
40
60
60
60
70
70
70
70
70
40
70
70
50
50
70
90
60
23
23
24
15
22
30
50
60
80
70
90
30
40
40
50
100
100
80
80
90
90
90
100
70
50
50
80
80
70
60
80
70
70
70
80
100
60
80
90
70
50
60
60
70
60
80
90
50
90
50
60
50
60
70
60
50
60
50
70
80
70
60
70
80
100
60
70
50
70
70
60
50
60
60
80
80
100
80
60
60
70
80
80
80
60
60
70
80
100
70
50
60
70
70
60
50
100
50
50
40
40
80
80
70
30
60
70
60
30
30
70
70
70
40
40
40
60
40
40
40
60
60
70
60
80
40
60
60
60
30
40
50
80
50
70
50
40
40
40
40
40
50
60
90
70
70
80
60
50
40
40
60
70
60
40
60
40
40
40
40
40
50
40
40
40
40
80
70
70
45
45
45
50
60
90
30
30
24
25
23
26
40
60
70
60
70
90
100
70
28
31
23
24
25
23
24
25
22
21
22
27
29
27
23
26
23
24
25
35
22
24
23
37
40
40
23
23
23
24
23
24
23
40
41
26
60
23
47
24
30
70
60
80
70
80
70
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
20
26
25
40
90
90
90
80
90
90
90
20
20
20
20
90
90
90
60
30
30
90
90
100
80
40
40
90
40
40
90
60
40
40
40
40
40
40
40
40
80
80
20
20
20
20
30
30
30
30
30
60
60
40
40
40
60
60
60
60
50
60
50
70
50
50
50
50
70
60
70
50
60
40
60
40
30
70
40
60
70
50
60
30
50
30
60
60
30
40
50
50
40
70
50
41
48
40
80
40
50
50
50
50
50
50
50
50
50
50
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
65
70
70
70
70
70
70
70
70
75
80
80
80
80
80
80
80
80
80
90
90
90
90
90
90
100
100
100
100
100
100
100
100
25
50
70
50
60
60
50
70
50
60
60
90
60
50
60
15
15
15
15
15
15
20
20
50
70
40
40
40
70
60
70
40
60
40
60
40
60
40
60
40
50
40
40
40
60
70
40
60
40
40
40
40
40
70
40
60
40
50
40
60
40
40
70
40
40
30
30
30
40
40
40
40
60
50
50
70
60
60
50
80
90
50
50
50
50
80
60
40
40
40
40
40
40
40
40
70
40
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
90
75
80
85
85
90
90
90
90
95
100
30
100
60
60
60
80
60
90
70
100
60
50
90
70
50
70
50
40
70
40
40
40
40
40
40
40
40
70
80
70
50
60
70
100
100
100
100
80
90
90
60
90
60
80
100
60
80
90
90
60
40
60
100
60
80
90
80
100
80
30
30
30
20
50
50
60
60
60
90
60
80
50
80
50
50
50
50
90
70
50
80
50
90
50
100
70
70
90
50
60
70
70
50
50
50
50
60
50
60
60
80
90
60
60
60
50
60
60
60
60
60
90
70
70
80
70
60
60
60
60
70
60
60
50
50
60
50
100
70
60
70
60
100
60
70
60
70
50
100
60
100
90
90
60
90
60
60
50
50
50
50
80
80
70
80
80
80
50
90
70
60
100
75
80
75
80
80
75
100
100
100
90
100
50
70
65
95
95
100
100
90
100
100
100
70
100
100
90
75
95
95
60
80
70
90
100
70
70
70
100
70
80
80
70
100
80
100
100
100
100
90
100
100
75
100
50
80
60
60
60
50
50
50
50
50
50
50
50
60
50
50
50
50
70
40
90
60
50
50
80
50
80
90
50
90
60
50
80
90
70
70
70
30
30
30
30
30
30
30
30
95
95
90
85
85
70
50
50
60
60
50
60
70
50
60
70
50
70
80
70
50
50
50
60
60
60
40
40
40
100
30
70
60
50
50
50
50
40
20
15
15
15
15
70
100
20
60
40
60
70
50
15
15
30
15
15
50
80
70
30
80
65
80
80
75
100
100
75
75
65
60
95
60
85
95
95
60
100
75
75
65
75
80
50
60
75
80
55
40
50
75
90
60
55
55
80
60
70
75
70
46
62
47
62
82
62
50
60
40
50
40
40
60
30
30
80
60
50
60
80
70
80
54
91
81
75
40
100
100
100
100
100
100
50
40
55
55
60
60
60
65
70
40
40
50
50
90
40
40
40
80
60
50
70
60
60
50
60
80
50
50
50
40
60
50
50
50
50
50
50
50
70
62
60
60
60
60
70
60
50
50
60
60
50
50
60
50
60
60
65
60
60
70
50
50
50
60
70
60
60
50
50
50
50
80
60
60
60
60
50
40
50
60
50
88
40
60
60
50
60
40
40
50
60
40
50
50
40
50
40
40
40
50
40
40
40
40
40
40
40
40
40
50
50
40
70
40
40
40
60
60
40
70
25
40
30
30
30
30
30
27
24
25
25
24
24
27
24
24
24
28
27
25
23
26
22
23
25
26
26
26
40
40
80
100
40
40
15
20
55
25
40
40
10
40
40
10
40
40
40
40
40
40
40
40
40
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
25
25
30
25
35
40
30
30
25
40
45
45
60
50
40
40
40
25
30
25
40
40
15
30
40
40
30
25
30
55
55
50
40
40
25
35
30
25
25
30
20
25
25
30
50
40
35
30
30
40
40
40
30
30
30
40
50
50
30
40
40
30
40
40
80
70
40
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
40
40
50
40
60
40
60
25
25
25
30
50
50
50
40
50
80
70
80
88
97
55
76
78
40
40
50
40
40
70
30
60
40
80
40
74
37
60
62
62
100
100
100
80
40
80
90
80
90
100
100
100
70
80
40
75
75
100
90
90
90
70
60
60
70
50
40
20
22
35
36
47
30
44
34
34
100
80
50
30
30
30
30
30
40
40
40
40
40
24
55
55
40
40
70
60
80
40
40
40
40
40
40
40
40
90
80
90
30
30
30
30
30
30
30
30
30
30
60
100
80
70
90
50
70
80
60
30
30
30
30
70
60
60
70
70
60
70
100
50
40
60
60
60
60
60
60
50
50
40
40
40
40
40
40
70
40
40
80
70
80
70
60
50
90
40
90
70
90
30
60
50
60
60
70
50
50
50
50
60
50
50
70
40
50
70
40
40
50
50
40
40
40
70
70
50
60
70
80
50
60
80
30
60
70
60
100
70
25
90
40
40
40
40
70
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
50
40
40
40
40
40
40
40
40
40
40
40
40
40
50
50
50
40
50
15
35
30
30
70
30
30
30
30
30
30
30
30
30
30
30
30
30
30
60
90
65
60
80
60
100
40
40
40
100
80
80
80
100
75
60
70
70
80
50
100
70
70
50
40
40
40
40
40
40
40
70
70
40
40
40
100
70
60
70
40
70
80
60
70
100
90
60
50
50
60
100
60
80
60
60
70
80
50
50
70
70
70
70
60
70
50
50
50
80
50
50
80
50
40
40
40
40
40
50
40
40
40
40
40
40
70
40
40
50
40
40
40
40
40
40
40
40
70
40
60
50
40
40
40
40
40
60
60
40
40
40
40
40
70
40
30
40
40
40
40
45
90
100
90
70
70
80
100
40
60
40
40
50
40
40
60
30
40
40
50
40
50
60
40
40
50
50
40
50
60
40
60
35
40
40
40
40
100
85
35
100
80
90
80
100
80
80
40
80
80
80
100
80
80
80
80
100
90
90
80
55
90
38
100
40
80
40
80
35
40
40
40
20
70
30
35
30
36
40
36
45
40
40
36
40
40
40
36
40
40
35
39
37
37
15
37
37
36
30
45
100
80
24
30
100
30
44
30
37
30
30
100
60
100
40
85
40
50
80
60
90
80
90
100
90
40
40
50
60
60
70
80
60
70
70
50
70
60
90
50
80
100
90
100
100
80
34
25
41
40
20
20
40
40
37
40
50
27
32
40
40
15
80
40
40
40
55
50
40
25
40
50
40
37
14
37
35
15
25
40
40
40
35
40
40
40
40
40
50
50
40
40
40
37
23
40
30
30
24
25
70
70
90
30
30
30
70
75
80
80
85
20
20
20
20
20
20
20
30
30
30
70
60
50
60
50
60
60
70
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
40
40
30
30
30
50
50
40
40
40
40
40
40
40
40
40
30
30
80
30
30
30
30
30
30
30
30
30
60
30
30
30
30
30
25
25
30
25
30
70
50
80
30
25
29
45
41
33
38
25
41
33
31
33
26
60
60
32
40
40
40
45
32
25
24
26
22
27
26
27
27
40
40
60
40
26
27
24
26
34
40
37
36
40
40
40
40
40
40
70
70
70
50
60
70
60
70
60
60
90
100
70
70
70
100
60
60
100
60
80
60
60
70
80
30
30
30
30
60
18
70
70
70
50
60
70
80
70
100
90
80
50
30
30
30
50
50
70
60
50
30
30
30
30
90
90
100
30
40
40
40
40
40
40
40
40
40
40
40
40
40
40
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
70
70
30
30
60
60
60
50
50
50
23
25
90
40
40
60
40
40
60
40
40
40
50
50
40
50
70
80
100
70
80
50
80
50
60
50
95
95
75
75
85
20
40
50
40
100
100
90
30
60
80
90
60
70
80
70
20
20
20
80
30
30
80
70
80
70
60
60
60
40
50
40
60
40
40
70
50
60
50
60
40
40
100
90
60
40
40
40
80
70
70
40
40
40
40
40
40
70
100
70
90
45
70
80
80
80
80
70
80
80
70
80
80
50
15
15
50
40
40
40
50
50
50
60
50
60
40
40
50
70
60
70
40
50
60
50
80
45
80
80
45
90
20
20
20
15
15
15
15
15
20
15
80
15
15
15
15
15
15
15
20
40
20
15
100
90
90
90
90
15
20
20
20
15
15
15
15
15
50
40
50
50
50
70
60
50
70
60
80
15
15
90
90
80
70
80
70
60
40
60
90
20
15
20
20
20
100
80
100
80
90
80
90
90
90
100
90
90
90
100
45
55
85
65
70
45
80
55
75
80
65
65
80
50
40
40
40
100
60
50
50
80
50
50
50
50
50
40
50
90
95
85
70
50
50
90
50
50
60
80
60
50
50
50
50
50
50
60
50
80
60
80
60
60
70
80
80
80
50
50
50
50
50
50
40
40
20
20
20
20
20
20
20
20
20
20
15
15
20
20
15
15
20
20
15
15
15
40
40
50
70
80
20
100
100
80
20
20
100
40
50
40
33
33
33
40
40
40
40
40
15
15
15
33
50
40
60
40
15
40
40
40
40
40
40
40
90
70
60
60
40
40
40
40
40
40
50
40
40
80
40
40
70
40
40
40
50
70
60
80
70
50
60
80
50
30
30
30
40
50
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
50
70
50
50
50
50
50
50
50
50
50
40
40
40
40
60
70
60
30
30
30
100
100
100
50
95
100
70
90
70
50
40
15
20
15
15
60
50
100
90
22
22
22
22
24
22
25
70
80
70
50
70
15
15
30
20
25
15
25
20
70
60
30
40
50
60
50
50
50
40
40
50
40
50
70
74
82
60
50
90
70
80
50
50
80
80
50
60
40
50
70
50
90
60
50
80
70
80
70
70
60
70
50
70
50
60
60
70
80
90
70
100
100
50
70
50
30
70
60
70
50
50
80
50
60
80
80
60
70
60
80
60
60
70
50
60
50
70
70
50
50
50
50
70
60
50
80
70
80
90
40
40
40
40
40
60
60
40
40
40
40
40
30
70
40
40
40
40
40
60
70
60
40
50
50
80
80
50
50
60
65
100
50
70
50
70
100
60
60
100
70
100
50
60
50
50
80
60
50
50
50
70
50
50
30
90
20
10
20
15
20
20
20
15
15
15
20
15
80
80
100
70
20
20
30
20
20
20
20
20
20
94
94
71
70
80
80
100
100
100
70
70
100
40
40
50
60
50
40
40
40
40
60
60
60
80
100
70
60
60
70
60
40
40
35
40
40
40
80
70
75
26
29
27
27
26
28
27
27
25
27
26
26
26
27
27
26
24
26
26
26
24
25
24
24
24
23
23
23
23
23
23
23
23
23
24
25
25
25
25
23
22
23
22
23
23
22
22
24
23
23
23
20
20
25
20
20
20
20
20
20
25
20
20
20
25
41
53
27
26
20
20
15
15
100
60
65
100
90
60
30
90
40
15
15
15
15
15
15
15
15
40
40
60
60
60
40
40
50
40
40
40
30
80
60
50
60
70
70
15
20
15
15
15
15
15
60
