"age","t2m","pre","npp"
21990,10.9468322753906,208.170215785231,0.387291911062923
21980,10.1879211425781,282.204496443228,0.512623593393732
21970,11.5606628417969,224.880211987966,0.416120819878997
21960,10.0639587402344,325.163022012021,0.582572297382695
21950,10.8456665039063,312.18387618992,0.561648503273519
21940,10.8493591308594,338.663413344875,0.604145907275653
21930,10.9390197753906,228.317716732818,0.422011806592896
21920,10.6082702636719,274.098421527924,0.499199359573815
21910,10.6567932128906,303.92461565043,0.548239485436896
21900,11.7759643554688,248.468629479248,0.456276077157308
21890,10.0317932128906,300.160697065621,0.542104279242461
21880,9.54763183593752,363.568771376777,0.643440716566343
21870,11.1064392089844,278.443727211197,0.506404477681473
21860,10.9851318359375,293.995424613058,0.532021667261964
21850,10.9144226074219,349.521580574219,0.621357470594737
21840,10.5685974121094,275.393882930075,0.501349589269645
21830,10.4744812011719,227.523251055572,0.420651494062557
21820,11.8539367675781,265.360680373306,0.484647892082634
21810,10.237451171875,346.75097890613,0.616977503044489
21800,10.7976013183594,271.161401428799,0.49431758619075
21790,11.3976989746094,307.563969045077,0.55415708696426
21780,10.7374816894531,323.037291764194,0.579157725479528
21770,10.4015441894531,462.926265640817,0.793893387066295
21760,11.0179382324219,196.971835578097,0.367792125956266
21750,11.5317932128906,310.881287305165,0.559538614377844
21740,10.553857421875,319.583059535944,0.573598884476881
21730,10.8341003417969,339.030616828495,0.604730000668503
21720,10.6914306640625,250.972392564108,0.460501501488126
21710,10.8196960449219,317.48893331951,0.570222627393898
21700,10.2831359863281,334.845513748405,0.598064507530717
21690,11.2064453125,216.523708274963,0.401743751494474
21680,10.343896484375,383.19291343214,0.673948501667343
21670,10.2590270996094,349.409944305989,0.62118114365668
21660,11.2092529296875,295.149358521485,0.53391193789394
21650,10.9789367675781,355.960321826387,0.6315052306045
21640,11.8216491699219,259.182423747006,0.474307811294802
21630,10.9076477050781,276.944193274176,0.503920391738619
21620,10.1135498046875,310.220116602977,0.558466974279611
21610,11.5463195800781,258.766681554334,0.473610490609686
21600,10.5713745117188,294.372518169439,0.532639547297646
21590,11.404931640625,458.520707866228,0.787430436258155
21580,10.8120361328125,276.394465458907,0.503009108275907
21570,11.3588195800781,288.35316572895,0.522758143531756
21560,10.7046752929688,268.912818796707,0.490573660587993
21550,10.7075439453125,256.373974593771,0.469593480343774
21540,10.2059875488281,373.912654822561,0.659570906461272
21530,10.5580383300781,306.065374388709,0.55172209846947
21520,10.3109680175781,270.2495809217,0.492800064393717
21510,11.0796142578125,304.330909784767,0.548900830472418
21500,10.4343811035156,329.870448013025,0.59011672869242
21490,11.1830383300781,261.00440720711,0.477361538604292
21480,9.79607543945315,348.858669440233,0.620310225925869
21470,10.3906494140625,293.411302550339,0.531064258810433
21460,11.8842712402344,261.484821635349,0.478166119779664
21450,11.5718627929688,291.207860641407,0.527449351091431
21440,10.8806701660156,327.004481732729,0.585526350583768
21430,10.7114196777344,278.190204312523,0.505984672460507
21420,10.42421875,341.017140158328,0.607887402287038
21410,10.5037780761719,326.607055512795,0.584889108616203
21400,10.91201171875,272.071205245084,0.495830836196727
21390,11.0923095703125,274.898108500565,0.500526912590872
21380,11.1265808105469,248.448048182581,0.45624131443701
21370,10.6689697265625,265.99287150475,0.485703552205251
21360,10.6517883300781,267.58920660086,0.488367210277021
21350,11.36025390625,285.185137840926,0.517541605843565
21340,11.0311828613281,220.824605321468,0.409153255307584
21330,11.7332702636719,263.026899460783,0.480747003985761
21320,12.1770874023438,260.449651477757,0.4764321338734
21310,11.6770568847656,290.642496565852,0.526520977014618
21300,10.6106506347656,229.60508374581,0.424214559450803
21290,11.2697082519531,350.435279642625,0.622800146257135
21280,11.7056213378906,189.292194079371,0.354335475373258
21270,11.3206420898438,233.287478295097,0.430504944663911
21260,11.2290283203125,302.742475696505,0.546314242757875
21250,10.4920288085938,214.875781807677,0.398899123249402
21240,10.6118713378906,307.508054220307,0.554066277383583
21230,11.3673645019531,341.560817901154,0.608750803915594
21220,11.1564270019531,321.171797509123,0.576157198780611
21210,11.4753356933594,327.060451809302,0.585616080731014
21200,11.5540710449219,234.197585996299,0.43205725102444
21190,11.2893005371094,282.510674310288,0.513129230849637
21180,10.1901794433594,333.953583890434,0.596641560507741
21170,11.84755859375,222.93932664752,0.412788704432318
21160,11.4926696777344,236.332819554264,0.435695487879441
21150,11.2343078613281,254.265510534424,0.466048379238076
21140,10.9249816894531,340.984983608905,0.607836325475995
21130,9.99031982421877,290.710732542721,0.526633044566695
21120,10.4208923339844,251.101516028029,0.46071922362605
21110,9.60454711914065,403.105166014939,0.704500519409497
21100,11.3353210449219,257.846352269553,0.472066145577998
21090,10.4123168945313,272.875229484271,0.497167385429076
21080,10.5184875488281,318.8679906998,0.572446541831492
21070,10.2580505371094,358.878832571463,0.636090671143461
21060,10.9451843261719,225.595322262961,0.41734744031378
21050,9.8874450683594,359.878227186528,0.637658836330751
21040,10.9501281738281,315.783696919425,0.567469888296057
21030,10.1373229980469,340.357433628924,0.606839319462951
21020,9.9138122558594,423.979269612573,0.736097591455344
21010,10.2332092285156,386.67800379244,0.679324994167933
21000,9.96343383789065,454.258666650276,0.781160006183624
20990,9.7187438964844,341.008272243926,0.60787331678053
20980,10.1652465820313,386.385694127966,0.678874522246233
20970,10.8265930175781,253.382641972166,0.464562478651894
20960,11.1428771972656,331.001010408727,0.591925133369375
20950,10.9445129394531,244.252309130388,0.449144596158652
20940,9.99416503906252,327.362789676044,0.586100725312561
20930,10.7492614746094,239.744231635086,0.441497519278724
20920,10.7293640136719,311.528617430668,0.560587365663008
20910,11.4641357421875,244.499450445801,0.449563161862609
20900,9.99196777343752,325.458177144355,0.583046025712294
20890,10.4269958496094,406.840049777202,0.710186219693754
20880,10.5659729003906,332.775946958463,0.594761517203088
20870,11.3989196777344,271.482331527295,0.494851484174709
20860,10.7855773925781,249.634663532561,0.458244784554044
20850,10.6823059082031,365.524768085379,0.646499386206277
20840,10.95546875,321.085632322138,0.576018517836947
20830,10.0427490234375,326.955307627941,0.585447512855404
20820,10.546044921875,424.83567256113,0.737384597123196
20810,10.3378540039063,343.611847711145,0.61200519089132
20800,10.8436218261719,302.291952493761,0.54558011922683
20790,10.4333740234375,371.755403421048,0.656216038675942
20780,10.8656555175781,291.155785816954,0.527363854539684
20770,10.8291259765625,398.182755247944,0.696985448805664
20760,10.6640258789063,409.226098895488,0.713811183166938
20750,10.1818786621094,362.587195468222,0.641904289756764
20740,10.4844299316406,275.573617045666,0.501647769043627
20730,11.4569030761719,367.3470554304,0.649345396935912
20720,11.2393432617188,281.506058399827,0.511469773066644
20710,10.7741638183594,236.741185631217,0.436390717800176
20700,11.2835021972656,272.955565606026,0.497300890931036
20690,9.88189086914065,390.089581628672,0.684576040864296
20680,10.055078125,281.496693219196,0.511454298143236
