"","calBP","JanPrecip","FebPrecip","MarPrecip","AprPrecip","MayPrecip","JunPrecip","JulPrecip","AugPrecip","SepPrecip","OctPrecip","NovPrecip","DecPrecip","JanTmin","FebTmin","MarTmin","AprTmin","MayTmin","JunTmin","JulTmin","AugTmin","SepTmin","OctTmin","NovTmin","DecTmin","JanTmax","FebTmax","MarTmax","AprTmax","MayTmax","JunTmax","JulTmax","AugTmax","SepTmax","OctTmax","NovTmax","DecTmax","MoAvgPrecip","MoAvgTmin","MoAvgTmax"
"X.472",4720,29.291200630188,26.9096004562378,31.2616005020142,29.2928004608154,29.1320005569458,22.2880003395081,32.3456004486084,38.1384005432129,31.9592006072998,30.7744004821777,22.5160005111694,26.5248004226685,-14.8843997192383,-12.7481597633362,-9.36695978355408,-4.68623988515139,0.404479987606406,4.60927989065647,9.16647977733612,8.5720798099041,4.09639990948141,-1.45231997850537,-7.96687981033325,-13.0511196899414,-0.157279997348785,1.92911995621026,5.17127989444137,10.4124798202515,16.9538396606445,23.8559993896484,28.3935994415283,27.5349593963623,23.2371995315552,16.6520796585083,8.04551982831955,1.78231996181607,29.2028004967372,-3.10894660458962,13.6509263784947
"X.471",4710,26.8976005249023,26.1480004959106,32.8704005126953,32.9528006744385,33.9328004455566,25.8520005264282,36.764000579834,41.2360006256104,32.5056004943848,29.2848004150391,20.4112003440857,23.7360003433228,-13.1368796653748,-10.9586397285461,-7.88551981639862,-3.65991993489861,0.967439990460873,4.78191989827156,9.03887979388237,8.27999978874624,3.84223990511894,-1.37295994839072,-7.3022398147583,-11.725439743042,1.13479997909069,3.52919992688298,6.84279984557629,11.9272797527313,18.1279995574951,24.5811993408203,28.6710393676758,27.4655193634033,23.0127194824219,16.545279624939,8.31775980520248,2.58839993269742,30.2159338318507,-2.42759327291076,14.3953329982447
"X.470",4700,30.5696006164551,28.8784004669189,33.7384006652832,32.0112005233765,33.2760006637573,26.5024004402161,39.2880006256104,43.249600769043,32.7920006561279,29.44000050354,21.4128003730774,26.4056004333496,-13.6552797050476,-11.6749597206116,-8.8046397857666,-4.47103989981115,0.633679980844259,5.09647990816832,9.7158398578167,8.85895979881287,3.97431991240382,-1.64487995778024,-7.75623982048035,-12.1780796928406,0.752799981564283,2.90495994500816,6.00911983311176,11.1575197315216,17.7385596008301,24.7383994598389,29.195279296875,28.02887940979,23.3370395126343,16.6029596176147,8.19887980222702,2.36975993904471,31.4636672280629,-2.65881992702434,14.2528463441717
"X.469",4690,28.3120004959106,25.9752005462646,29.8960004806519,28.1400003967285,29.3968006668091,24.2264004402161,36.1816005706787,40.9344005737305,31.7016005096436,28.7312004241943,20.6792003326416,25.0408002929688,-15.6616796951294,-13.1306396980286,-9.10015977859497,-3.95279992377758,1.23215997423232,5.21455991172791,9.53287976360321,8.81375979924202,4.28463990163803,-1.45983996447921,-8.33999983024597,-13.7967197189331,-0.573919992759824,1.96943995378911,5.83719984948635,11.4635197467804,17.9847996292114,24.5382394714355,28.721119354248,27.6525594482422,23.2732794418335,16.5502396316528,7.71647983711958,1.25783997802436,29.1012671442032,-3.03031993822878,13.8658996957553
"X.468",4680,25.5536005096436,24.5744004516602,31.6632005081177,32.1456005249023,33.1920006332397,25.04640051651,36.8008007049561,43.6248006896973,36.9456006011963,34.0560006408691,22.611200340271,24.0688004455566,-13.8928796768188,-11.6469597320557,-8.34415983200073,-3.78607990634441,1.20383997446299,5.31695985651016,9.70015976309776,8.85607980334759,4.15103990787268,-1.4141599637121,-7.68743982696533,-12.3729597053528,0.738319979667664,2.95807994382083,6.04911984309554,11.1558397445679,17.6932796554565,24.6432794265747,29.0071993560791,27.7142393798828,22.9068795013428,16.1547996139526,7.85335982823372,2.20471993924677,30.856867213885,-2.49304661149656,14.0899263509934
"X.467",4670,32.4248005523682,31.8824006118774,37.8568008041382,35.8648008041382,36.3800005493164,28.0192005157471,39.8544008331299,41.3576007232666,29.4256004943848,26.0624004058838,19.7088004302979,26.1448003387451,-11.4658397331238,-9.98471977233887,-8.20871980476379,-4.78303987848759,-0.0373599888086319,4.55583986982703,9.31871978449822,8.44847983217239,3.5319998908788,-1.69087995900214,-6.9305598487854,-10.3570397567749,2.1697599620223,3.68183990611136,5.73039984929562,10.1265597848892,16.5713596115112,23.9509594421387,28.7997593688965,27.8220794067383,23.1915195007324,16.7575995864868,8.94175983047485,3.72671992357075,32.0818005886078,-2.30025994705906,14.2891930144057
"X.466",4660,30.1552004699707,28.3432005844116,32.5680005493164,30.1208004074097,30.308800567627,23.3448003997803,35.4960005111694,39.1272007141113,29.9904005584717,27.6728003997803,20.6408004226685,25.8752004013062,-13.5942396697998,-11.680879737854,-8.75423980522156,-4.42551988914609,0.562239987015724,4.87487987220287,9.52671981275082,8.93239981555939,4.42127987676859,-0.99687997674942,-7.18575984764099,-11.8885597076416,0.722399982094765,2.58367993439734,5.48831987829506,10.4769598083496,16.9435996017456,23.9344794921875,28.6054393005371,27.8643193359375,23.6676795349121,17.2265596313477,8.80311981487274,2.68759994600713,29.4702671655019,-2.51737993914634,14.0836796883903
"X.465",4650,28.2568005523682,27.0432004928589,32.470400428772,30.4440005874634,30.1824005966187,23.1824003448486,31.5960005264282,35.6120005493164,29.0552005615234,27.677600479126,20.3608002967834,24.6528003921509,-13.8531996765137,-11.9609597358704,-8.99679978942871,-4.474559900105,0.855359973862767,5.53855988520384,10.3621597537994,9.65831982040405,4.82439991211891,-0.918479971945286,-7.31935981369019,-12.1063996925354,0.493039996981621,2.31839995104074,5.24327991068363,10.4076797828674,17.1981596603394,24.5494393844604,29.3959193572998,28.5676793365479,24.077759513855,17.3375996322632,8.71319980812073,2.51111995135248,28.3778004840215,-2.3659132695583,14.2344396904844
"X.464",4640,26.3680004882813,25.1768003845215,30.5192005844116,29.3528004302979,29.8640006332397,22.9032002792358,32.7312003555298,37.3704007263184,30.2312004547119,27.9024004974365,19.8712002830505,23.3528004074097,-12.9205597114563,-10.8343197784424,-7.96239980888367,-3.78031990790367,1.03935998420417,5.1687998623848,9.55999981093407,8.65583978009224,3.8947199319005,-1.51583996975422,-7.39871982574463,-11.6127198028564,1.3385599655658,3.39271992744505,6.23903985518217,11.1026397399902,17.4578396606445,24.3274393615723,28.7383194274902,27.6103994750977,23.0448794937134,16.5351996917725,8.41703981542587,2.85111994639039,27.970267127037,-2.30884661962713,14.2545996966908
"X.463",4630,28.2072007217407,28.4088006057739,37.2488005447388,36.1464006347656,33.5344004135132,22.6272004470825,29.5240005340576,33.8816006164551,29.8688005981445,29.6952004852295,21.5208004302979,24.7512004470825,-13.4182397003174,-11.3884797325134,-8.2715997838974,-3.81935989739001,1.16959998328984,5.38719987942278,9.95703975629807,9.33975979375839,4.84335989534855,-0.606159975662828,-6.88911987495422,-11.7016797447205,1.24975996504724,3.11847994400561,5.93127985584736,10.8920797214508,17.4435195999146,24.569759437561,29.2489593505859,28.3438393249512,23.8935194625854,17.3239995269775,8.97191977977753,3.0667199332118,29.6178672065735,-2.11647328344484,14.5044863251597
