"","x"
"2499",30
"2500",30
"2501",30
"2502",30
"2503",30
"2504",30
"2505",30
"2506",30
"2507",30
"2508",30
"2509",30
"2510",30
"2511",30
"2512",30
"2513",30
"2514",30
"2515",30
"2516",30
"2517",30
"2518",30
"2519",30
"2520",30
"2521",30
"2522",30
"2523",40
"2524",40
"2525",30
"2526",30
"2527",30
"2528",50
"2529",50
"2530",40
"2531",40
"2532",40
"2533",40
"2534",40
"2535",40
"2536",40
"2537",40
"2538",40
"2539",30
"2540",30
"2541",80
"2542",30
"2543",30
"2544",30
"2545",30
"2546",30
"2547",30
"2548",30
"2549",30
"2550",30
"2551",60
"2552",30
"2553",30
"2554",30
"2555",30
"2556",30
"2557",25
"2558",25
"2559",30
"2560",25
"2561",30
"2562",70
"2563",50
"2564",80
"2565",30
"2566",25
"2567",29
"2568",45
"2569",41
"2570",33
"2571",38
"2572",25
"2573",41
"2574",33
"2575",31
"2576",33
"2577",26
"2578",60
"2579",60
"2580",32
"2581",40
"2582",40
"2583",40
"2584",45
"2585",32
"2586",25
"2587",24
"2588",26
"2589",22
"2590",27
"2591",26
"2592",27
"2593",27
"2594",40
"2595",40
"2596",60
"2597",40
"2598",26
"2599",27
"2600",24
"2601",26
"2602",34
"2603",40
"2604",37
"2605",36
"2606",40
"2607",40
"2608",40
"2609",40
"2610",40
"2611",40
"2612",70
"2613",70
"2614",70
"2615",50
"2616",60
"2617",70
"2618",60
"2619",70
"2620",60
"2621",60
"2622",90
"2623",100
"2624",70
"2625",70
"2626",70
"2627",100
"2628",60
"2629",60
"2630",100
"2631",60
"2632",80
"2633",60
"2634",60
"2635",70
"2636",80
"2637",30
"2638",30
"2639",30
"2640",30
"2641",60
"2642",18
"2643",70
"2644",70
"2645",70
"2646",50
"2647",60
"2648",70
"2649",80
"2650",70
"2651",100
"2652",90
"2653",80
"2654",50
"2655",30
"2656",30
"2657",30
"2658",50
"2659",50
"2660",70
"2661",60
"2662",50
"2663",30
"2664",30
"2665",30
"2666",30
"2667",90
"2668",90
"2669",100
"2670",30
"2671",40
"2672",40
"2673",40
"2674",40
"2675",40
"2676",40
"2677",40
"2678",40
"2679",40
"2680",40
"2681",40
"2682",40
"2683",40
"2684",40
"2685",30
"2686",30
"2687",30
"2688",30
"2689",30
"2690",30
"2691",30
"2692",30
"2693",30
"2694",30
"2695",30
"2696",30
"2697",30
"2698",30
"2699",30
"2700",30
"2701",30
"2702",30
"2703",70
"2704",70
"2705",30
"2706",30
"2707",60
"2708",60
"2709",60
"2710",50
"2711",50
"2712",50
"2713",23
"2714",25
"2715",90
"2716",40
"2717",40
"2718",60
"2719",40
"2720",40
"2721",60
"2722",40
"2723",40
"2724",40
"2725",50
"2726",50
"2727",40
"2728",50
"2729",70
"2730",80
"2731",100
"2732",70
"2733",80
"2734",50
"2735",80
"2736",50
"2737",60
"2738",50
"2739",95
"2740",95
"2741",75
"2742",75
"2743",85
"2744",20
"2745",40
"2746",50
"2747",40
"2748",100
"2749",100
"2750",90
"2751",30
"2752",60
"2753",80
"2754",90
"2755",60
"2756",70
"2757",80
"2758",70
"2759",20
"2760",20
"2761",20
"2762",80
"2763",30
"2764",30
"2765",80
"2766",70
"2767",80
"2768",70
"2769",60
"2770",60
"2771",60
"2772",40
"2773",50
"2774",40
"2775",60
"2776",40
"2777",40
"2778",70
"2779",50
"2780",60
"2781",50
"2782",60
"2783",40
"2784",40
"2785",100
"2786",90
"2787",60
"2788",40
"2789",40
"2790",40
"2791",80
"2792",70
"2793",70
"2794",40
"2795",40
"2796",40
"2797",40
"2798",40
"2799",40
"2800",70
"2801",100
"2802",70
"2803",90
"2804",45
"2805",70
"2806",80
"2807",80
"2808",80
"2809",80
"2810",70
"2811",80
"2812",80
"2813",70
"2814",80
"2815",80
"2816",50
"2817",15
"2818",15
"2819",50
"2820",40
"2821",40
"2822",40
"2823",50
"2824",50
"2825",50
"2826",60
"2827",50
"2828",60
"2829",40
"2830",40
"2831",50
"2832",70
"2833",60
"2834",70
"2835",40
"2836",50
"2837",60
"2838",50
"2839",80
"2840",45
"2841",80
"2842",80
"2843",45
"2844",90
"2845",20
"2846",20
"2847",20
"2848",15
"2849",15
"2850",15
"2851",15
"2852",15
"2853",20
"2854",15
"2855",80
"2856",15
"2857",15
"2858",15
"2859",15
"2860",15
"2861",15
"2862",15
"2863",20
"2864",40
"2865",20
"2866",15
"2867",100
"2868",90
"2869",90
"2870",90
"2871",90
"2872",15
"2873",20
"2874",20
"2875",20
"2876",15
"2877",15
"2878",15
"2879",15
"2880",15
"2881",50
"2882",40
"2883",50
"2884",50
"2885",50
"2886",70
"2887",60
"2888",50
"2889",70
"2890",60
"2891",80
"2892",15
"2893",15
"2894",90
"2895",90
"2896",80
"2897",70
"2898",80
"2899",70
"2900",60
"2901",40
"2902",60
"2903",90
"2904",20
"2905",15
"2906",20
"2907",20
"2908",20
"2909",100
"2910",80
"2911",100
"2912",80
"2913",90
"2914",80
"2915",90
"2916",90
"2917",90
"2918",100
"2919",90
"2920",90
"2921",90
"2922",100
"2923",45
"2924",55
"2925",85
"2926",65
"2927",70
"2928",45
"2929",80
"2930",55
"2931",75
"2932",80
"2933",65
"2934",65
"2935",80
"2936",50
"2937",40
"2938",40
"2939",40
"2940",100
"2941",60
"2942",50
"2943",50
"2944",80
"2945",50
"2946",50
"2947",50
"2948",50
"2949",50
"2950",40
"2951",50
"2952",90
"2953",95
"2954",85
"2955",70
"2956",50
"2957",50
"2958",90
"2959",50
"2960",50
"2961",60
"2962",80
"2963",60
"2964",50
"2965",50
"2966",50
"2967",50
"2968",50
"2969",50
"2970",60
"2971",50
"2972",80
"2973",60
"2974",80
"2975",60
"2976",60
"2977",70
"2978",80
"2979",80
"2980",80
"2981",50
"2982",50
"2983",50
"2984",50
"2985",50
"2986",50
"2987",40
"2988",40
"2989",20
"2990",20
"2991",20
"2992",20
"2993",20
"2994",20
"2995",20
"2996",20
"2997",20
"2998",20
"2999",15
"3000",15
"3001",20
"3002",20
"3003",15
"3004",15
"3005",20
"3006",20
"3007",15
"3008",15
"3009",15
"3010",40
"3011",40
"3012",50
"3013",70
"3014",80
"3015",20
"3016",100
"3017",100
"3018",80
"3019",20
"3020",20
"3021",100
"3022",40
"3023",50
"3024",40
"3025",33
"3026",33
"3027",33
"3028",40
"3029",40
"3030",40
"3031",40
"3032",40
"3033",15
"3034",15
"3035",15
"3036",33
"3037",50
"3038",40
"3039",60
"3040",40
"3041",15
"3042",40
"3043",40
"3044",40
"3045",40
"3046",40
"3047",40
"3048",40
"3049",90
"3050",70
"3051",60
"3052",60
"3053",40
"3054",40
"3055",40
"3056",40
"3057",40
"3058",40
"3059",50
"3060",40
"3061",40
"3062",80
"3063",40
"3064",40
"3065",70
"3066",40
"3067",40
"3068",40
"3069",50
"3070",70
"3071",60
"3072",80
"3073",70
"3074",50
"3075",60
"3076",80
"3077",50
"3078",30
"3079",30
"3080",30
"3081",40
"3082",50
"3083",40
"3084",40
"3085",40
"3086",40
"3087",40
"3088",40
"3089",40
"3090",40
"3091",40
"3092",40
"3093",40
"3094",40
"3095",40
"3096",40
"3097",40
"3098",40
"3099",40
"3100",40
"3101",40
"3102",40
"3103",40
"3104",40
"3105",40
"3106",40
"3107",40
"3108",50
"3109",70
"3110",50
"3111",50
"3112",50
"3113",50
"3114",50
"3115",50
"3116",50
"3117",50
"3118",50
"3119",40
"3120",40
"3121",40
"3122",40
"3123",60
"3124",70
"3125",60
"3126",30
"3127",30
"3128",30
"3129",100
"3130",100
"3131",100
"3132",50
"3133",95
"3134",100
"3135",70
"3136",90
"3137",70
"3138",50
"3139",40
"3140",15
"3141",20
"3142",15
"3143",15
"3144",60
"3145",50
"3146",100
"3147",90
"3148",22
"3149",22
"3150",22
"3151",22
"3152",24
"3153",22
"3154",25
"3155",70
"3156",80
"3157",70
"3158",50
"3159",70
"3160",15
"3161",15
"3162",30
"3163",20
"3164",25
"3165",15
"3166",25
"3167",20
"3168",70
"3169",60
"3170",30
"3171",40
"3172",50
"3173",60
"3174",50
"3175",50
"3176",50
"3177",40
"3178",40
"3179",50
"3180",40
"3181",50
"3182",70
"3183",74
"3184",82
"3185",60
"3186",50
"3187",90
"3188",70
"3189",80
"3190",50
"3191",50
"3192",80
"3193",80
"3194",50
"3195",60
"3196",40
"3197",50
"3198",70
"3199",50
"3200",90
"3201",60
"3202",50
"3203",80
"3204",70
"3205",80
"3206",70
"3207",70
"3208",60
"3209",70
"3210",50
"3211",70
"3212",50
"3213",60
"3214",60
"3215",70
"3216",80
"3217",90
"3218",70
"3219",100
"3220",100
"3221",50
"3222",70
"3223",50
"3224",30
"3225",70
"3226",60
"3227",70
"3228",50
"3229",50
"3230",80
"3231",50
"3232",60
"3233",80
"3234",80
"3235",60
"3236",70
"3237",60
"3238",80
"3239",60
"3240",60
"3241",70
"3242",50
"3243",60
"3244",50
"3245",70
"3246",70
"3247",50
"3248",50
"3249",50
"3250",50
"3251",70
"3252",60
"3253",50
"3254",80
"3255",70
"3256",80
"3257",90
"3258",40
"3259",40
"3260",40
"3261",40
"3262",40
"3263",60
"3264",60
"3265",40
"3266",40
"3267",40
"3268",40
"3269",40
"3270",30
"3271",70
"3272",40
"3273",40
"3274",40
"3275",40
"3276",40
"3277",60
"3278",70
"3279",60
"3280",40
"3281",50
"3282",50
"3283",80
"3284",80
"3285",50
"3286",50
"3287",60
"3288",65
"3289",100
"3290",50
"3291",70
"3292",50
"3293",70
"3294",100
"3295",60
"3296",60
"3297",100
"3298",70
"3299",100
"3300",50
"3301",60
"3302",50
"3303",50
"3304",80
"3305",60
"3306",50
"3307",50
"3308",50
"3309",70
"3310",50
"3311",50
"3312",30
"3313",90
"3314",20
"3315",10
"3316",20
"3317",15
"3318",20
"3319",20
"3320",20
"3321",15
"3322",15
"3323",15
"3324",20
"3325",15
"3326",80
"3327",80
"3328",100
"3329",70
"3330",20
"3331",20
"3332",30
"3333",20
"3334",20
"3335",20
"3336",20
"3337",20
"3338",20
"3339",94
"3340",94
"3341",71
"3342",70
"3343",80
"3344",80
"3345",100
"3346",100
"3347",100
"3348",70
"3349",70
"3350",100
"3351",40
"3352",40
"3353",50
"3354",60
"3355",50
"3356",40
"3357",40
"3358",40
"3359",40
"3360",60
"3361",60
"3362",60
"3363",80
"3364",100
"3365",70
"3366",60
"3367",60
"3368",70
"3369",60
"3370",40
"3371",40
"3372",35
"3373",40
"3374",40
"3375",40
"3376",80
"3377",70
"3378",75
"3379",26
"3380",29
"3381",27
"3382",27
"3383",26
"3384",28
"3385",27
"3386",27
"3387",25
"3388",27
"3389",26
"3390",26
"3391",26
"3392",27
"3393",27
"3394",26
"3395",24
"3396",26
"3397",26
"3398",26
"3399",24
"3400",25
"3401",24
"3402",24
"3403",24
"3404",23
"3405",23
"3406",23
"3407",23
"3408",23
"3409",23
"3410",23
"3411",23
"3412",23
"3413",24
"3414",25
"3415",25
"3416",25
"3417",25
"3418",23
"3419",22
"3420",23
"3421",22
"3422",23
"3423",23
"3424",22
"3425",22
"3426",24
"3427",23
"3428",23
"3429",23
"3430",20
"3431",20
"3432",25
"3433",20
"3434",20
"3435",20
"3436",20
"3437",20
"3438",20
"3439",25
"3440",20
"3441",20
"3442",20
"3443",25
"3444",41
"3445",53
"3446",27
"3447",26
"3448",20
"3449",20
"3450",15
"3451",15
"3452",100
"3453",60
"3454",65
"3455",100
"3456",90
"3457",60
"3458",30
"3459",90
"3460",40
"3461",15
"3462",15
"3463",15
"3464",15
"3465",15
"3466",15
"3467",15
"3468",15
"3469",40
"3470",40
"3471",60
"3472",60
"3473",60
"3474",40
"3475",40
"3476",50
"3477",40
"3478",40
"3479",40
"3480",30
"3481",80
"3482",60
"3483",50
"3484",60
"3485",70
"3486",70
"3487",15
"3488",20
"3489",15
"3490",15
"3491",15
"3492",15
"3493",15
"3494",60
